url,title,author,publisher,datePublished,dateModified,contentUrl,description,genre,keywords,categories,license,music_SHORT,music_SHORT_time,music_LONG,music_LONG_time
https://bgmer.net/music/lt103,Chilled Cow – Cleek Midnight,ryosakrai2,BGMer,2024-06-27T21:00:00+09:00,2024-06-27T09:02:12+09:00,https://www.youtube.com/watch?v=yvbo70RyDSk,Lo-Fi Chill Hop系アーティストChilled Cowによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT103_BPM62.mp3,01:34,https://bgmer.net/wp-content/uploads/2024/02/LT103_BPM62_LONG.mp3,04:09
https://bgmer.net/music/448,物理エンジン,ryosakrai2,BGMer,2024-06-25T21:00:00+09:00,2024-06-11T14:35:29+09:00,https://www.youtube.com/watch?v=YEgdrsar-Ms,クールでシンプルな印象のビートです。このトラックを用いてラップしてみたり、配信やトーク、作業の後ろに流すだけで、クールな雰囲気を演出できます。,"EDM,エレクトロ･8bit,R&B･JAZZ","バトル,クール","ガジェット系,ゲーム実況,スポーツ,トーク系,バラエティ",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/06/448_BPM108.mp3,01:31,https://bgmer.net/wp-content/uploads/2024/06/448_long_BPM108.mp3,11:00
https://bgmer.net/music/lt113,Plums – Serenitones Note,ryosakrai2,BGMer,2024-06-20T21:00:00+09:00,2024-06-21T13:10:27+09:00,https://www.youtube.com/watch?v=wqHevthebn0,Lo-Fi Chill Hop系アーティストPlumsによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT113_BPM85.mp3,01:39,https://bgmer.net/wp-content/uploads/2024/02/LT113_BPM85_LONG.mp3,03:54
https://bgmer.net/music/lt109,Chill Zombie – Mellow Moonlit Moments,ryosakrai2,BGMer,2024-06-13T21:00:00+09:00,2024-06-11T14:40:16+09:00,https://www.youtube.com/watch?v=E9o1ipXjO3U,Lo-Fi Chill Hop系アーティストChill Zombieによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT109_BPM55.mp3,01:34,https://bgmer.net/wp-content/uploads/2024/02/LT109_BPM55_LONG.mp3,04:37
https://bgmer.net/music/446,歯車の憂鬱,ryosakrai2,BGMer,2024-06-11T21:00:00+09:00,2024-05-23T19:09:14+09:00,https://www.youtube.com/watch?v=H_2Wpje3hE0,一歩ずつ前に進んでいくような印象の、ポジティブなエレクトロ楽曲です。旅や日常の１ページから、配信や作業中のBGMにもオススメなBGMです。,"ポップ,エレクトロ･8bit","日常,楽しい,クール,ムーディー,優雅,おしゃれ","Vlog,ガジェット系,ゲーム実況,トーク系,料理･工作,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/05/446_BPM90.mp3,02:03,https://bgmer.net/wp-content/uploads/2024/05/446_long_BPM90.mp3,10:51
https://bgmer.net/music/lt130,Daryl Beat – Sorrowful Silence,ryosakrai2,BGMer,2024-06-06T21:00:00+09:00,2024-05-23T19:55:33+09:00,https://www.youtube.com/watch?v=SSsAOnNikWY,Lo-Fi Chill Hop系アーティストDaryl Beatによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT130_BPM86.mp3,01:42,https://bgmer.net/wp-content/uploads/2024/02/LT130_BPM86_LONG.mp3,03:56
https://bgmer.net/music/lt107,Chill Zombie – Soothing Drops,ryosakrai2,BGMer,2024-05-30T21:00:00+09:00,2024-05-23T19:51:15+09:00,https://www.youtube.com/watch?v=rPHuAu2b3pc,Lo-Fi Chill Hop系アーティストChill Zombieによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT107_BPM81.mp3,01:31,https://bgmer.net/wp-content/uploads/2024/02/LT107_BPM81_LONG.mp3,04:40
https://bgmer.net/music/447,すこしの安息と,ryosakrai2,BGMer,2024-05-28T21:00:00+09:00,2024-05-29T07:49:56+09:00,https://www.youtube.com/watch?v=jQd3QKGxm2s,クールでスタイリッシュな印象のビートです。配信やトーク、作業の後ろに流すだけで、お洒落な雰囲気を演出できます。,"エレクトロ･8bit,R&B･JAZZ,アコースティック","日常,楽しい,切ない,クール,ムーディー,おしゃれ","Vlog,ガジェット系,ゲーム実況,トーク系,料理･工作,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/05/447_BPM100.mp3,01:55,https://bgmer.net/wp-content/uploads/2024/05/447_long_BPM100.mp3,11:31
https://bgmer.net/music/lt126,Daryl Beat – Dimmed Serenity,ryosakrai2,BGMer,2024-04-27T21:00:00+09:00,2024-02-05T21:02:10+09:00,https://www.youtube.com/watch?v=yxhIlVn-FqM, Lo-Fi Chill Hop系アーティストDaryl Beatによるフリートラック,Chill Hop,"切ない,クール,ムーディー,のんびり,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,旅,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/02/LT126_BPM85.mp3,01:38,https://bgmer.net/wp-content/uploads/2024/02/LT126_BPM85_LONG.mp3,03:53
https://bgmer.net/music/445,想い出の魔法,ryosakrai2,BGMer,2024-04-16T21:00:00+09:00,2024-04-04T10:54:11+09:00,https://www.youtube.com/watch?v=q7s2TtfK5AU,童話の世界に迷い込んだような不思議な雰囲気のエレクトロBGMです。配信などのトークの後ろや、落ち着いた雰囲気の動画にオススメです。,エレクトロ･8bit,"切ない,不思議,クール,ムーディー,のんびり,優雅,Chill,おしゃれ","Vlog,エンディング,ガジェット系,トーク系,生配信",https://bgmer.net/terms,https://bgmer.net/wp-content/uploads/2024/03/445_BPM170.mp3,01:27,https://bgmer.net/wp-content/uploads/2024/03/445_long_BPM170.mp3,10:29
